 11 7180.500319 8.070E-25 5.229E+00.08610.391 2130.49430.71-.011670          1 1 1          0 1 0  5  3  3        5  3  2      454223816594713152    33.0   33.0
 13 7180.522900 2.480E-28 3.356E+00.10330.456 1689.99310.75-.009400          1 1 1          0 1 0  2  1  2        2  1  1      435253607094713159    30.0   30.0
 12 7180.544463 1.065E-29 2.417E-04.07410.315 1198.19950.66-.000940          2 0 0          0 0 0  8  5  4        9  2  7      534233807260713049    51.0   57.0
 11 7180.612755 2.950E-23 4.625E+00.06110.315 1477.29740.56-.018000          1 0 1          0 0 0  9  5  5        9  5  4      454523816394713159    57.0   57.0
 12 7180.622002 1.438E-28 1.269E-03.06730.371  752.18740.60-.017110          1 2 0          0 0 0  7  5  3        6  4  2      534233807294713152    15.0   13.0
 12 7180.654831 1.198E-28 2.498E-01.03810.250 2238.03170.41-.022630          0 0 2          0 0 0 14  1 14       13  2 11      534233807260713049    87.0   81.0
 13 7180.659600 1.150E-29 4.157E-02.05150.265 1958.35800.490.002910          1 0 1          0 0 0 11  5  7       12  3 10      435253607094713152   414.0  450.0
 13 7180.664900 4.520E-26 1.096E+00.08630.460  840.86510.72-.009700          1 0 1          0 0 0  7  3  5        7  3  4      453354601882623134   270.0  270.0
 11 7180.720079 8.787E-30 7.605E-08.08560.371  542.90580.710.004010          0 2 1          0 0 0  5  5  0        6  1  5      462230818394713152    11.0   13.0
 11 7180.728820 1.520E-25 8.892E-05.09390.434  173.36580.740.002000          1 2 0          0 0 0  4  4  1        3  1  2      454223796594713159    27.0   21.0
 13 7180.859400 2.380E-29 1.190E+00.07930.391 2120.97280.70-.005930          0 3 1          0 1 0  5  5  0        5  3  3      435253607094713152    66.0   66.0
 13 7180.861800 1.510E-28 3.504E-03.08910.371  541.99700.720.000540          1 0 1          0 0 0  5  3  2        6  1  5      435253607094713152    66.0   78.0
 12 7180.888859 6.170E-29 6.873E-05.09280.412  221.23400.730.007460          0 2 1          0 0 0  4  4  1        4  0  4      534233807294713152     9.0    9.0
 12 7180.973620 2.249E-24 2.029E+00.08600.391  445.15850.70-.008000          1 0 1          0 0 0  5  2  4        5  2  3      575683807279711559    33.0   33.0
 11 7180.976834 6.601E-30 2.130E-03.07790.315 2841.43070.680.010590          1 3 0          0 1 0 10  4  6        9  3  7      432230817294713152    21.0   19.0
 11 7181.024191 3.010E-24 9.100E-03.09510.434  285.21930.73-.010000          1 0 1          0 0 0  4  1  4        3  3  1      454223816794713159     9.0    7.0
 13 7181.068200 8.700E-28 1.532E-02.09060.412  485.23740.730.000000          1 0 1          0 0 0  5  2  3        4  4  0      435253607094713159    66.0   54.0
 11 7181.082627 1.184E-25 8.329E-01.04830.298 2054.36870.48-.013450          0 0 2          0 0 0 10  6  4       10  7  3      464223817260713049    21.0   21.0
 11 7181.095380 4.780E-23 2.668E+00.04630.352 1216.19450.53-.017000          1 2 0          0 0 0  7  7  0        7  6  1      464223818394713159    45.0   45.0
 11 7181.099527 1.582E-23 2.650E+00.04620.352 1216.18980.52-.026520          1 2 0          0 0 0  7  7  1        7  6  2      464223818394713152    15.0   15.0
 11 7181.112150 3.021E-24 6.625E-01.05830.315 1340.88490.52-.017720          0 2 1          0 0 0 10  4  7        9  4  6      464223818394713152    21.0   19.0
 11 7181.122607 1.118E-28 2.038E-03.07940.352 2181.08980.680.004270          1 3 0          0 1 0  7  4  4        7  1  7      434233817294713152    15.0   15.0
 13 7181.124200 1.110E-29 1.427E-03.06120.352 1209.81830.59-.011120          2 0 0          0 0 0  8  5  4        7  6  1      436253607060713049   306.0  270.0
 12 7181.126173 1.013E-29 1.300E-01.05290.315 2501.95930.45-.021120          0 1 2          0 1 0  8  1  8        9  0  9      334283807294713152    51.0   57.0
 13 7181.130000 1.100E-27 1.876E-01.04910.298 1290.79870.43-.025000          0 0 2          0 0 0  9  1  8       10  2  9      436253607060713059   342.0  378.0
 11 7181.155402 1.500E-20 1.322E+01.09970.434  136.76170.76-.014000          1 0 1          0 0 0  2  0  2        3  0  3      455523816367713159    15.0   21.0
 12 7181.187807 2.711E-28 8.582E-04.08920.371  541.18010.720.006570          0 2 1          0 0 0  7  3  4        6  1  5      544233807294713152    15.0   13.0
 11 7181.250151 1.862E-30 3.147E+00.05560.315 4559.75200.48-.040000          0 0 3          1 0 0  8  1  8        9  1  9      432230817294713152    17.0   19.0
 11 7181.256168 3.044E-30 2.983E-08.07810.371  602.77350.670.000000          2 0 0          0 0 0  6  2  4        6  2  4     q7222308079917122 0    13.0   13.0
 11 7181.301007 5.596E-30 3.152E+00.05580.315 4559.70760.48-.040000          0 0 3          1 0 0  8  0  8        9  0  9      432230817294713152    51.0   57.0
 11 7181.318161 3.831E-25 2.001E-01.07010.298 1538.14950.63-.011790          1 0 1          0 0 0 11  1 10       10  3  7      464223817294713152    23.0   21.0
 13 7181.334800 1.540E-26 4.010E+00.07600.385 1128.93840.69-.015860          1 0 1          0 0 0  8  4  5        8  4  4      453354601882623134   102.0  102.0
 11 7181.351919 3.927E-29 2.255E-02.01280.195 3291.1485-.06-.016070          0 2 1          0 0 0 17  3 15       17  1 16      464233818394713152   105.0  105.0
 11 7181.461591 1.620E-29 3.560E-02.01730.195 3567.17380.07-.013650          0 2 1          0 0 0 17  4 14       17  2 15      464233818394713152   105.0  105.0
 11 7181.497599 2.816E-29 1.183E+00.06360.195 4174.28700.57-.001260          2 0 0          0 0 0 17  6 11       17  5 12      434233817260713049   105.0  105.0
 11 7181.520860 8.510E-25 5.769E-03.08200.352  782.40980.700.000000          1 2 0          0 0 0  7  5  2        7  2  5      454223796794713159    45.0   45.0
 11 7181.598278 8.785E-29 6.417E-03.06880.265 2813.51210.66-.004850          0 0 2          0 0 0 13  5  8       12  8  5      434233817260713049    81.0   75.0
 11 7181.620137 1.132E-29 1.323E-07.06460.315  920.16840.600.000000          1 0 1          0 0 0  8  1  7        9  0  9     q7322308079917122 0    51.0   57.0
 11 7181.640630 1.377E-30 1.362E-05.08770.391 2251.86240.71-.011400          0 1 2          0 1 0  6  1  6        5  4  1      432230807294713152    39.0   33.0
 11 7181.673096 2.837E-29 1.018E+00.09080.352 3967.48860.73-.004410          2 2 0          0 2 0  7  3  4        7  2  5      434223817294713152    45.0   45.0
 12 7181.784556 7.010E-27 8.492E-03.08230.391  505.72870.72-.005000          0 2 1          0 0 0  5  5  1        5  3  2      544243806594713159    33.0   33.0
 11 7181.788311 2.560E-28 9.188E-03.08040.352 2572.13910.70-.016110          2 1 0          0 1 0  8  3  6        7  4  3      434223817294713152    51.0   45.0
 13 7181.854600 7.510E-29 6.869E-01.03190.265 1956.23530.26-.010000          0 2 1          0 0 0 13  2 11       12  2 10      435253607094713159   162.0  150.0
 11 7181.884955 3.466E-28 8.814E-02.04500.235 3084.83570.43-.024650          0 0 2          0 0 0 14  5 10       14  6  9      434223817260713049    87.0   87.0
 13 7181.891500 2.370E-28 7.300E-01.03130.265 1958.35800.26-.016210          0 2 1          0 0 0 13  3 11       12  3 10      435253607094713152   486.0  450.0
 13 7181.909200 4.200E-27 5.890E-01.05780.333 1250.49860.53-.018000          0 2 1          0 0 0  9  5  5        8  5  4      435253607094713159   342.0  306.0
 12 7181.915024 4.587E-28 1.343E-03.08040.371  751.03290.57-.014000          1 2 0          0 0 0  7  5  2        6  4  3      544243807265713159    45.0   39.0
 11 7181.934849 4.983E-31 6.165E+00.08870.428 4717.47420.740.000000          1 3 1          0 3 0  2  1  2        1  1  1      3333308387659336 0     5.0    3.0
 11 7181.936501 2.307E-30 7.734E-03.05940.221 3629.09650.55-.006630          0 0 2          0 0 0 15  6  9       15  7  8      432230817260713049    93.0   93.0
