 51 4291.326419 2.611E-28 1.924E+00.04380.046 4027.03950.70-.005894              3              1                    R 31      4656631011 5 5 2 8    65.0   63.0
 51 4291.499433 3.386E-21 5.276E-01.05950.054  138.39040.79-.003870              2              0                    R  8      6857851011 5 3 2 3    19.0   17.0
 51 4292.748917 1.504E-28 1.939E+00.04320.046 4148.16010.70-.005969              3              1                    R 32      4656631011 5 5 2 8    67.0   65.0
